TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster,PCA1,PCA2
75,235,68050.66588183393,2488,1,29,72,160,65,0,702.8542519575855,1,3687.0846233037546,1.7271441635919087,26096717.55349574,174,0,29.71812322060623,1706.1601067532106
76,6,47767.359917226335,1086,1,18,69,484,59,2,436.02440588078844,3,8023.974060451094,1.7271441635919087,2478482.5497909784,119,2,-955.3991669905453,710.6650867111651
77,21,27014.114067699786,502,1,25,351,582,94,1,827.374846793424,0,4946.181556669111,1.7271441635919087,57244144.939576104,312,2,-1365.7999616536767,295.37566485807565
78,459,35408.81660823965,2417,1,24,544,186,44,1,382.658436665429,3,5505.780193720381,1.7271441635919087,5318661.405150043,27,0,-17.382856520315727,1654.3157298734845
79,13,51159.09995620663,1312,1,39,360,87,31,2,934.1067852241428,0,4806.281897406294,1.7271441635919087,41067387.58580755,246,2,-793.8903282835561,866.9152936178886
80,401,53920.36164026459,1137,1,10,471,556,73,0,720.6429083627052,1,7254.525934505598,1.7271441635919087,2160033.999160583,208,2,-917.9522113593241,745.6518522704879
81,440,101112.83405870978,2011,0,31,95,88,80,2,1076.4160364651011,1,5715.629682614607,1.7271441635919087,25168829.06996264,113,0,-303.1938843647283,1364.2397673571527
82,232,269578.98559897335,147,1,11,201,328,3,0,1165.3593184907002,2,6205.278490034468,1.7271441635919087,18397672.943564054,283,2,-1614.4675006705932,40.388865030752775
83,218,76162.23693891331,2100,1,10,596,406,27,2,916.318128819023,0,12011.11434944139,1.7271441635919087,27996059.374334645,195,0,-235.81783589458541,1425.2228192724274
84,138,45455.605949177814,1218,1,36,477,200,29,2,649.488282742226,0,11101.766564233078,1.7271441635919087,5947875.179469723,199,2,-856.6763135170952,797.6228159632143
85,96,391483.1430757141,1844,0,2,557,193,11,2,1005.261410844622,1,2218.138201044172,1.7271441635919087,33758242.56689265,30,2,-413.7673834970426,1240.908506056708
86,299,7466.366183834907,1997,1,23,413,171,32,1,1183.14797489582,0,4946.181556669111,1.7271441635919087,38499479.31611301,341,0,-308.18934422436587,1349.7160424116942
87,368,166110.4822411651,1601,1,42,17,532,53,0,898.5294724139032,0,8163.873719713912,1.7271441635919087,41178425.31068749,69,2,-587.0375764414334,1070.5628059902601
88,433,3102.638681016037,1161,0,36,438,89,42,2,1076.4160364651011,0,12640.66281612407,1.7271441635919087,50254501.516100794,167,2,-896.0328497313485,755.5459009457927
89,432,114997.95227336488,2190,1,18,139,246,21,2,471.60171869102805,3,7114.626275242781,1.7271441635919087,3092680.6851648274,135,0,-171.13078081947128,1486.1364092128842
90,104,209560.94886789535,1730,0,25,311,12,51,2,1111.9933492753407,2,2497.9375195698067,1.7271441635919087,15855466.767545618,109,2,-491.92378568716185,1156.1424284836191
91,306,65636.75106923781,1853,1,18,465,90,8,0,987.4727544395022,1,3966.8839418293896,3.534770921883559,11432249.550700067,98,2,-405.19733226086237,1243.8632088177965
92,147,67624.50921600682,596,1,15,509,487,48,1,418.2357494756686,3,9562.870312342086,1.7271441635919087,2415611.8745164904,260,2,-1289.1001583056018,351.62801016126866
93,368,129347.17261039336,2435,1,20,625,205,46,2,382.658436665429,3,18306.599016268174,1.7271441635919087,5370962.63067305,118,0,6.5227590979782235,1655.9181703556508
94,420,188323.1687270859,433,1,35,174,196,92,0,560.545000716627,1,5156.031045563337,1.7271441635919087,4465032.0814945,101,2,-1405.2117213639872,235.48920753812138
95,9,148775.24636207393,1172,0,23,602,272,47,1,951.8954416292626,1,9003.271675290816,1.7271441635919087,30069192.59034919,189,2,-879.8834481323264,756.6302620780677
96,343,250921.49650330906,723,0,37,18,225,1,1,524.9676879063875,3,13060.361793912522,1.7271441635919087,7309969.13932471,263,2,-1200.1115557719002,439.75926164887727
97,10,7699.876685657994,1307,1,21,187,490,6,0,1058.6273800599815,1,5575.73002335179,1.7271441635919087,789203.6675552923,281,2,-784.9716788649913,852.4616802409613
98,448,43386.11912677073,1640,1,5,91,144,27,1,1307.6685697316586,2,9422.970653079268,1.7271441635919087,8257085.441040394,59,2,-552.3684573302385,1089.3304357885067
99,176,33870.56617748007,1698,1,35,511,94,3,1,702.8542519575855,0,12360.863497598433,1.7271441635919087,29816656.844442047,135,2,-507.8542126682496,1127.4801080401746
100,261,112198.74513276067,164,1,13,310,232,65,1,578.3336571217468,1,1798.4392232557198,1.7271441635919087,34724118.66687573,283,2,-1589.5811964920492,39.34174264238749
101,17,29060.249839924563,1485,0,12,511,398,94,2,400.4470930705488,3,11801.264860547164,1.7271441635919087,36602048.57659448,219,2,-655.4330387650673,975.1190144587373
102,73,24594.361492558088,1962,0,13,589,327,8,1,1023.0500672497418,0,11591.415371652938,1.7271441635919087,4612419.353121232,268,0,-319.0020631931568,1312.8211338719889
103,459,57554.368824886325,380,1,41,160,315,98,1,524.9676879063875,1,10332.318438287582,1.7271441635919087,36740231.45655572,129,2,-1436.4449041295582,192.19096298908335
104,168,38225.537036480586,9,1,19,627,36,44,0,613.9109699319864,1,16557.853275482958,1.7271441635919087,31030622.501137912,12,2,-1693.46549041393,-74.96435587025518
105,231,89878.06003974666,2289,1,7,77,584,46,2,862.9521596036636,1,3687.0846233037546,1.7271441635919087,36737189.327106945,264,0,-89.05449167506822,1545.332661589755
106,12,33858.89065238893,2076,1,39,178,51,31,2,1094.204692870221,2,5715.629682614607,1.7271441635919087,23970386.0737874,181,0,-236.8988165851697,1390.2353135271694
107,392,221137.23199577472,460,1,34,27,222,11,1,524.9676879063875,3,1308.7904158358588,1.7271441635919087,1645719.1140211995,316,2,-1378.0755777641443,245.55944496295808
108,418,147339.15677586195,2269,1,20,501,344,82,2,436.02440588078844,3,2567.8873492012153,1.7271441635919087,1751686.6231532008,179,0,-100.61986806504319,1528.4638495386096
109,152,42046.35262256079,1399,1,35,453,286,54,0,1165.3593184907002,2,10402.268267918991,1.7271441635919087,31134093.90405554,258,2,-711.6954369032687,908.8232436307027
110,66,305384.90217227046,2219,1,8,385,525,76,0,987.4727544395022,2,5225.980875194747,1.7271441635919087,7142027.99308901,72,0,-132.02630758389728,1490.7016006653128
111,314,71967.80454991617,559,1,27,519,432,88,0,489.3903750961478,3,12710.612645755478,1.7271441635919087,3847011.7834798917,243,2,-1302.7055956575155,312.61692526971706
112,391,74545.17671378845,736,0,9,461,121,11,2,951.8954416292626,1,12290.913667967025,1.7271441635919087,34518696.92576485,33,2,-1177.6022118424826,437.039561038071
113,119,62691.59986499416,432,0,9,557,457,8,0,1432.189164567497,2,19845.495268159164,1.7271441635919087,13767707.92918124,193,2,-1389.2071430707672,220.19996496029773
114,332,95996.03518751146,270,1,14,635,251,50,2,756.2202211729448,1,7394.425593768416,1.7271441635919087,1877817.9902981743,7,2,-1503.2661894235364,104.85759350881335
115,463,1027.3140960633782,1334,1,36,653,434,41,2,880.7408160087834,0,7604.2750826626425,1.7271441635919087,47373682.931439,210,2,-754.202832556584,860.3841782296364
116,278,87887.38301170488,1895,0,2,259,555,39,2,1254.3026005162992,0,3407.28530477812,1.7271441635919087,52839687.52099795,354,2,-358.84279551320446,1257.7739960207978
117,492,16929.379270215362,2505,0,28,250,13,85,0,809.5861903883042,1,8653.522527133773,2.329686416355792,22190701.344599936,79,0,70.67946540711614,1689.190901216291
118,83,119285.78886309125,1250,1,4,527,589,40,2,507.1790315012676,1,4456.532749249251,1.7271441635919087,32558395.51097182,7,2,-808.3980009881726,797.6306109908076
119,90,34106.99556057594,934,1,14,643,76,85,1,738.431564767825,1,11801.264860547164,1.7271441635919087,25282245.896078154,219,2,-1031.201429254973,570.3911814422297
120,291,15934.040756194472,1524,1,15,472,439,24,0,1272.091256921419,2,8583.572697502364,1.7271441635919087,6445575.35761969,140,2,-616.0889446189597,991.1614413880305
121,353,18785.78775970888,2179,0,11,419,509,27,2,862.9521596036636,0,11661.365201284347,1.7271441635919087,43589234.89551502,230,0,-154.71928713376633,1455.8541791823081
122,307,93080.0727959957,937,1,11,303,529,75,2,524.9676879063875,3,6485.077808560103,1.7271441635919087,572588.4501393434,308,2,-1029.4420073100885,573.72908466279
123,64,97102.29118989831,1584,1,32,36,375,5,2,774.0088775780646,1,4386.582919617842,1.7271441635919087,16278829.782498827,276,2,-572.3485111526161,1030.7943058136577
124,336,1768.7099393516744,2255,1,42,20,494,0,0,1040.8387236548617,2,2987.5863269896677,1.7271441635919087,21683640.76814607,264,0,-100.52109394674608,1508.1501042161333
125,280,62919.27260427167,1430,0,11,110,282,25,2,1289.8799133265388,0,17397.25123105986,1.7271441635919087,43497932.01039245,332,2,-680.837643253032,920.6955120578323
126,206,175083.12327371706,1651,1,30,41,571,80,1,1058.6273800599815,0,11171.716393864486,1.7271441635919087,5525877.222602497,230,2,-523.5186964350551,1077.6858070855135
127,174,245857.2374950209,1468,1,40,268,12,82,2,507.1790315012676,3,5715.629682614607,1.7271441635919087,4309493.463011463,215,2,-651.23136990781,944.4827678657363
128,51,11433.125833554532,1679,1,23,667,524,4,2,507.1790315012676,3,7674.224912294051,1.7271441635919087,1189516.7016851641,79,2,-498.6637606517629,1094.3480630148001
129,316,302886.3398027635,1279,1,35,14,464,61,1,1076.4160364651011,0,10192.418779024763,1.7271441635919087,21618156.98167841,181,2,-784.2403274186139,811.8547328341672
130,377,36701.88101208497,1222,1,28,116,136,3,1,631.6996263371062,1,7464.375423399825,1.7271441635919087,24614381.477095313,62,2,-823.6543460513861,769.7438065092845
131,379,88579.15787335577,1814,0,35,51,313,58,1,1432.189164567497,2,2917.63649735826,1.7271441635919087,20027045.276654813,331,2,-406.8273386831281,1189.668658181909
132,201,61021.999776959114,2203,1,21,327,502,54,2,880.7408160087834,1,19215.946801476486,1.7271441635919087,36452087.19543417,142,0,-129.04539197601775,1464.5153239718238
133,492,1981.7882722652269,2183,0,20,230,555,97,1,453.81306228590825,3,17886.900038479722,1.7271441635919087,4365382.841217629,269,0,-145.02419629943097,1451.3551125284914
134,344,111603.2933531118,1546,1,0,615,491,33,0,1040.8387236548617,0,5365.880534457564,1.7271441635919087,46164943.49712947,189,2,-590.5938724516252,997.1102411757004
135,175,5014.505914692537,1952,1,25,450,181,64,0,934.1067852241428,0,8793.42218639659,1.7271441635919087,56172067.32050344,335,0,-304.14883894368927,1282.5780442176986
136,280,142178.5746855718,1142,1,28,166,108,59,2,364.86978026030926,3,4876.2317270377025,1.7271441635919087,6825295.515480994,40,2,-874.8849449806696,708.0361345549504
137,268,98485.84091320008,102,1,35,411,313,2,1,418.2357494756686,3,1378.7402454672674,1.7271441635919087,3907074.339263214,214,2,-1606.394087915521,-30.43505798659545
138,400,291435.568569614,2217,1,39,641,10,66,2,1272.091256921419,0,8373.723208608139,1.7271441635919087,26565439.498563234,122,0,-115.4935130386882,1468.9020728962823
139,380,68765.79179366713,1635,1,6,536,436,44,2,453.81306228590825,3,8513.622867870956,1.7271441635919087,1034680.1130749132,144,2,-524.7495995662648,1056.874553286493
140,398,2048.9225415393685,2018,1,6,539,232,89,2,578.3336571217468,0,17327.301401428453,1.7271441635919087,21232781.583175175,200,0,-254.6777849575576,1327.1904122878345
141,112,306756.77637048106,2009,1,11,505,72,51,0,1467.7664773777367,2,1588.5897343614927,1.7271441635919087,7953067.504461832,251,0,-258.9473408078684,1318.043209612883
142,161,66597.06300798524,1224,1,5,424,286,56,0,364.86978026030926,3,20684.89322373607,1.7271441635919087,1338737.051313073,310,2,-811.9220952153396,761.4344597397313
143,106,68523.52464802569,2023,0,28,582,584,29,2,1218.7252877060596,2,1308.7904158358588,1.7271441635919087,4164992.314195096,293,0,-246.98751797646992,1328.3498831922798
144,392,33286.78992292236,1809,0,17,355,396,18,1,1272.091256921419,2,11731.315030915755,1.7271441635919087,23710167.000939142,58,2,-399.0875075698543,1177.1081605480063
145,429,13680.664413601717,319,1,20,235,189,84,0,400.4470930705488,3,6555.027638191512,1.7271441635919087,6476074.655426546,61,2,-1449.0514501791135,118.61945108304107
146,380,284418.57798983034,1623,1,34,283,307,25,1,1414.4005081623773,2,20824.79288299889,1.7271441635919087,7970111.2297068415,320,2,-529.9067934035597,1043.2127125924114
147,159,150605.38492011235,698,1,27,107,368,55,2,774.0088775780646,0,10052.519119761946,4.137313174647442,1650711.3264499458,218,2,-1179.706043793567,385.5304809383481
148,329,121577.11066223026,1387,1,22,318,112,76,0,1218.7252877060596,0,9982.569290130537,1.7271441635919087,39450066.76553305,240,2,-694.2062275691048,873.2974661792337
149,275,77869.7824834946,243,1,30,155,384,48,2,1005.261410844622,2,6555.027638191512,1.7271441635919087,17345915.189142752,354,2,-1499.9032469152276,61.73174552221208
150,70,20554.629811018738,1359,1,41,398,344,72,2,1467.7664773777367,2,8023.974060451094,1.7271441635919087,25171988.2043902,161,2,-710.0499787802621,851.4981210683876
151,238,97475.90799281525,2194,0,0,531,43,38,1,667.2769391473458,1,20614.943394104663,1.7271441635919087,10879557.03251472,111,0,-121.76711873997579,1442.8990893573412
152,299,78494.42307587134,1894,1,35,587,346,77,2,400.4470930705488,3,11311.616053127304,1.7271441635919087,2330237.241653055,131,0,-332.3679063307609,1230.654754368817
153,437,145082.8615519964,2089,1,37,69,330,8,1,1129.7820056804605,0,18656.348164425217,1.7271441635919087,50335429.95976988,198,0,-197.3058690680407,1369.7918031833822
154,85,110123.42054780801,311,1,40,465,548,80,0,702.8542519575855,1,17257.351571797044,1.7271441635919087,35349978.29846984,215,2,-1445.4361221933218,105.70155966866363
155,172,24530.14610455673,1659,0,39,220,401,57,2,685.0655955524657,1,12081.064179072799,1.7271441635919087,35143893.52914577,277,2,-496.7853796405286,1061.8056556525944
156,416,27519.0805278922,1379,0,27,421,236,91,2,400.4470930705488,3,5156.031045563337,1.7271441635919087,4498885.522026916,340,2,-694.5733443620309,862.6575194485057
157,109,234791.75858987952,707,0,22,106,269,29,1,1254.3026005162992,0,9143.171334553634,1.7271441635919087,47463776.76511398,137,2,-1165.7773991329354,384.31778806063716
158,271,10735.513209358074,1768,1,5,658,37,56,1,453.81306228590825,3,8653.522527133773,1.7271441635919087,2391469.8472243617,316,2,-417.4180517318239,1135.4450073607165
159,486,8625.162049131968,999,1,42,300,343,34,2,1147.5706620855804,0,7044.676445611372,1.7271441635919087,33821620.26374194,7,2,-959.8184926932132,592.1571231864068
160,375,41024.7441770848,1896,0,21,474,200,1,2,987.4727544395022,0,12500.763156861252,1.7271441635919087,39392344.3093257,68,0,-326.13767580954527,1226.5550854460494
161,224,90073.62508502351,52,1,11,75,79,48,1,631.6996263371062,0,20055.34475705339,1.7271441635919087,20706181.17526193,10,2,-1625.023693405644,-83.29036294940269
162,253,18000.608697328764,973,0,40,441,4,84,1,1040.8387236548617,2,3826.9842825665723,1.7271441635919087,4089680.109508345,179,2,-974.9234608816205,568.6984280389678
163,60,22148.338985961287,1513,1,26,113,180,27,1,1289.8799133265388,0,8863.372016027999,1.7271441635919087,27000034.991481114,76,2,-593.1724399445864,951.4877703504627
